0.1	1.22625924173728	1.1478799594022164
0.11	1.2011134889130337	1.1285322297501248
0.12	1.1857573258190615	1.1124064339058792
0.13	1.1713506280090706	1.0974258053476573
0.14	1.1552486004344877	1.0831439994022107
0.15	1.1385390490895377	1.0698576879161272
0.16	1.1215985137077424	1.0572260606630899
0.17	1.1077542163776446	1.041095748326074
0.18	1.0792961658519846	1.036115404727521
0.19	1.0631444610866683	1.0258627827091265
0.2	1.0479754807717185	1.0160616121701016
0.21	1.0349435811216434	1.0070167073121747
0.22	1.0221774096307215	0.9981985267063808
0.23	1.0108352028824976	0.9895934600819144
0.24	0.9998950050289246	0.9806862972672568
0.25	0.9895186796296429	0.9711152914347961
0.26	0.97933951628576	0.9611561424983163
0.27	0.9713834900479549	0.9504576690009426
0.28	0.9646375272249763	0.9394836341299138
0.29	0.9582944617056384	0.9290724916482778
0.3	0.9528643300550621	0.9163419974124463
0.31	0.9471429858379876	0.907328758017641
0.32	0.9418324018648628	0.8990489873077301
0.33	0.9368248350022715	0.8912480633912157
0.34	0.9321253774704882	0.8839672408249458
0.35000000000000003	0.927754922993299	0.877245690455086
0.36	0.9237589940337512	0.8709566094716257
0.37	0.9200041808756616	0.8651821613316145
0.38	0.9165482892339124	0.8598881033308984
0.39	0.9131891622013559	0.8563521081811901
0.4	0.9103848307810649	0.8520413461297263
0.41000000000000003	0.9078316656872883	0.848142056186065
0.42	0.9055777242714604	0.8447087179210343
0.43	0.9035974235303342	0.8416854878354131
0.44	0.901878551376512	0.8391077955872257
0.45	0.9004821320692221	0.8368706507718199
0.46	0.8993562995797102	0.8351086764576904
0.47000000000000003	0.898446676214034	0.8337542587584763
0.48	0.8977859302186286	0.8328481404852135
0.49	0.8974765790783371	0.8323126865060916
0.5	0.897423411613755	0.8321554391892411
